Código executado via script automatizador de testes.
12:34:57, 22/07/17, Saturday
params: -E 3600 -A 1024 -p 1 -n 10 -a 2 -b 8 -r 0.9 -t 100000 -g 10 -m 25 -M -d 0.9 -N 100 -v -k 28

-------------------------------------------------
COLORANT
-------------------------------------------------
Parameters:
  Alpha..................................: 2.00
  Beta...................................: 8.00
  Rho....................................: 0.90
  Ants...................................: 1024
  Pheromone scheme.......................: All ants + Best ant + Best colony
  Change pheromone scheme after 10 iterations.
  Memory Usage:
	Memory size......................: 256 (25 of 1024 - ants)
	Delta............................: 0.90
-------------------------------------------------
TABUCOL
-------------------------------------------------
Parameters:
  Iterations.............................: 100000
  Change tabucol scheme after 100 cycles.
	Initial scheme: Dynamic
  Apply tabu search only on the best ant.
-------------------------------------------------
GENERAL Options
-------------------------------------------------
  CPU threads............................: 24
  K......................................: 28
  Time...................................: 3600.00
  Seed...................................: 160005651778746 (nrand)
  Running on verbose mode.
-------------------------------------------------
Cycle 1 - Conflicts found: 50 (edges), 89 (vertices)
Cycle 420 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 421 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 422 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 423 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 424 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 425 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 426 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 427 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 428 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 429 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 430 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 431 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 432 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 433 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 434 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 435 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 436 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 437 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 438 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 439 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 440 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 441 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 442 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 443 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 444 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 445 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 446 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 447 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 448 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 449 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 450 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 451 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 452 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 453 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 454 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 455 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 456 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 457 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 458 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 459 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 460 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 461 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 462 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 463 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 464 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 465 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 466 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 467 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 468 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 469 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 470 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 471 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 472 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 473 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 474 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 475 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 476 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 477 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 478 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 479 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 480 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 481 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 482 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 483 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 484 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 485 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 486 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 487 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 488 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 489 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 490 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 491 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 492 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 493 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 494 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 495 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 496 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 497 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 498 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 499 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 500 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 501 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 502 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 503 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 504 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 505 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 506 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 507 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 508 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 509 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 510 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 511 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 512 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 513 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 514 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 515 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 516 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 517 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 518 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 519 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 520 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 521 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 522 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 523 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 524 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 525 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 526 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 527 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 528 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 529 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 530 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 531 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 532 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 533 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 534 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 535 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 536 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 537 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 538 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 539 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 540 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 541 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 542 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 543 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 544 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 545 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 546 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 547 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 548 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 549 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 550 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 551 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 552 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 553 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 554 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 555 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 556 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 557 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 558 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 559 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 560 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 561 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 562 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 563 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 564 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 565 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 566 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 567 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 568 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 569 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 570 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 571 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 572 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 573 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 574 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 575 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 576 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 577 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 578 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 579 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 580 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 581 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 582 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 583 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 584 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 585 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 586 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 587 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 588 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 589 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 590 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 591 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 592 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 593 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 594 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 595 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 596 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 597 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 598 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 599 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 600 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 601 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 602 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 603 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 604 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 605 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 606 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 607 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 608 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 609 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 610 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 611 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 612 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 613 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 614 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 615 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 616 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 617 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 618 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 619 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 620 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 621 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 622 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 623 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 624 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 625 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 626 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 627 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 628 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 629 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 630 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 631 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 632 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 633 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 634 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 635 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 636 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 637 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 638 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 639 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 640 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 641 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 642 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 643 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 644 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 645 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 646 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 647 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 648 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 649 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 650 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 651 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 652 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 653 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 654 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 655 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 656 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 657 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 658 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 659 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 660 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 661 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 662 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 663 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 664 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 665 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 666 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 667 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 668 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 669 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 670 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 671 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 672 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 673 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 674 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 675 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 676 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 677 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 678 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 679 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 680 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 681 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 682 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 683 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 684 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 685 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 686 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 687 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 688 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 689 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 690 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 691 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 692 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 693 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 694 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 695 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 696 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 697 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 698 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 699 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 700 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 701 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 702 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 703 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 704 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 705 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 706 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 707 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 708 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 709 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 710 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 711 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 712 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 713 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 714 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 715 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 716 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 717 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 718 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 719 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 720 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 721 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 722 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 723 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 724 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 725 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 726 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 727 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 728 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 729 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 730 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 731 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 732 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 733 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 734 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 735 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 736 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 737 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 738 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 739 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 740 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 741 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 742 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 743 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 744 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 745 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 746 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 747 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 748 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 749 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 750 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 751 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 752 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 753 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 754 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 755 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 756 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 757 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 758 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 759 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 760 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 761 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 762 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 763 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 764 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 765 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 766 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 767 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 768 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 769 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 770 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 771 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 772 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 773 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 774 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 775 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 776 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 777 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 778 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 779 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 780 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 781 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 782 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 783 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 784 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 785 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 786 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 787 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 788 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 789 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 790 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 791 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 792 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 793 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 794 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 795 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 796 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 797 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 798 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 799 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 800 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 801 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 802 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 803 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 804 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 805 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 806 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 807 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 808 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 809 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 810 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 811 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 812 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 813 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 814 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 815 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 816 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 817 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 818 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 819 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 820 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 821 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 822 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 823 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 824 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 825 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 826 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 827 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 828 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 829 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 830 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 831 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 832 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 833 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 834 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 835 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 836 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 837 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 838 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 839 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 840 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 841 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 842 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 843 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 844 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 845 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 846 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 847 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 848 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 849 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 850 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 851 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 852 - Conflicts found: 39 (edges), 70 (vertices)
Cycle 853 - Conflicts found: 39 (edges), 70 (vertices)
